iter	Passed	Remaining
398	1083	1632
399	1085	1628
400	1087	1624
401	1089	1620
402	1091	1616
403	1093	1612
404	1095	1609
405	1097	1605
406	1098	1601
407	1100	1597
408	1103	1593
409	1105	1590
410	1106	1586
411	1108	1582
412	1110	1578
413	1112	1574
414	1114	1571
415	1116	1567
416	1118	1564
417	1121	1560
418	1122	1556
419	1124	1553
420	1126	1549
421	1128	1545
422	1130	1542
423	1132	1538
424	1134	1534
425	1136	1530
426	1138	1527
427	1140	1523
428	1141	1519
429	1143	1515
430	1145	1511
431	1147	1508
432	1149	1504
433	1150	1500
434	1152	1497
435	1154	1493
436	1156	1490
437	1158	1486
438	1160	1482
439	1162	1479
440	1163	1475
441	1164	1470
442	1166	1466
443	1168	1463
444	1170	1460
445	1172	1456
446	1174	1452
447	1176	1449
448	1178	1445
449	1179	1442
450	1182	1438
451	1183	1435
452	1185	1431
453	1187	1428
454	1189	1425
455	1191	1421
456	1193	1418
457	1195	1414
458	1197	1411
459	1199	1407
460	1200	1404
461	1203	1400
462	1204	1397
463	1206	1393
464	1208	1390
465	1210	1387
466	1212	1383
467	1214	1380
468	1216	1377
469	1218	1373
470	1220	1370
471	1222	1367
472	1224	1363
473	1226	1360
474	1227	1357
475	1230	1354
476	1231	1350
477	1233	1347
478	1235	1344
479	1237	1341
480	1239	1337
481	1241	1334
482	1243	1331
483	1245	1328
484	1247	1324
485	1249	1321
486	1251	1317
487	1253	1314
488	1255	1311
489	1256	1308
490	1258	1305
491	1260	1301
492	1262	1298
493	1264	1295
494	1266	1292
495	1268	1288
496	1270	1285
497	1272	1282
498	1274	1279
499	1276	1276
500	1278	1273
501	1280	1270
502	1282	1267
503	1284	1263
504	1286	1260
505	1288	1257
506	1289	1254
507	1291	1250
508	1293	1247
509	1295	1244
510	1297	1241
511	1299	1238
512	1300	1235
513	1302	1231
514	1304	1228
515	1306	1225
516	1308	1222
517	1310	1219
518	1312	1216
519	1314	1213
520	1316	1210
521	1318	1206
522	1319	1203
523	1321	1200
524	1323	1197
525	1324	1194
526	1326	1190
527	1328	1187
528	1330	1184
529	1332	1181
530	1334	1178
531	1336	1175
532	1338	1172
533	1340	1169
534	1341	1166
535	1343	1163
536	1345	1160
537	1347	1157
538	1349	1154
539	1351	1151
540	1353	1148
541	1355	1145
542	1357	1142
543	1359	1139
544	1361	1136
545	1362	1133
546	1364	1130
547	1366	1127
548	1368	1124
549	1370	1120
550	1372	1118
551	1374	1115
552	1375	1112
553	1377	1109
554	1379	1106
555	1381	1103
556	1383	1100
557	1385	1097
558	1386	1094
559	1388	1091
560	1390	1088
561	1392	1085
562	1394	1082
563	1396	1079
564	1398	1076
565	1400	1073
566	1402	1070
567	1403	1067
568	1405	1064
569	1407	1061
570	1409	1058
571	1410	1055
572	1412	1052
573	1414	1050
574	1416	1047
575	1419	1044
576	1421	1041
577	1423	1039
578	1425	1036
579	1426	1033
580	1428	1030
581	1430	1027
582	1432	1024
583	1434	1021
584	1436	1018
585	1438	1016
586	1440	1013
587	1441	1010
588	1443	1007
589	1445	1004
590	1447	1001
591	1449	998
592	1450	995
593	1452	992
594	1454	990
595	1456	987
596	1458	984
597	1460	981
598	1462	979
599	1464	976
600	1466	973
601	1468	970
602	1470	967
603	1471	965
604	1473	962
605	1475	959
606	1477	956
607	1479	953
608	1481	951
609	1483	948
610	1485	945
611	1487	942
612	1488	939
613	1490	937
614	1491	933
615	1492	930
616	1493	927
617	1494	923
618	1496	921
619	1498	918
620	1500	915
621	1502	912
622	1503	910
623	1505	907
624	1507	904
625	1509	902
626	1511	899
627	1512	896
628	1513	892
629	1515	890
630	1516	886
631	1518	884
632	1519	881
633	1521	878
634	1523	875
635	1525	872
636	1526	870
637	1528	867
638	1530	864
639	1532	862
640	1534	859
641	1536	856
642	1538	854
643	1540	851
644	1541	848
645	1543	845
646	1545	843
647	1547	840
648	1548	837
649	1551	835
650	1553	832
651	1555	829
652	1556	827
653	1558	824
654	1560	822
655	1562	819
656	1564	816
657	1566	813
658	1567	811
659	1568	808
660	1570	805
661	1572	802
662	1574	800
663	1576	797
664	1578	795
665	1580	792
666	1582	790
667	1584	787
668	1586	784
669	1587	782
670	1589	779
671	1590	776
672	1592	773
673	1594	771
674	1596	768
675	1598	766
676	1600	763
677	1602	760
678	1603	758
679	1606	755
680	1607	753
681	1610	750
682	1611	748
683	1613	745
684	1615	742
685	1617	740
686	1618	737
687	1621	735
688	1623	732
689	1624	730
690	1626	727
691	1629	725
692	1630	722
693	1632	719
694	1634	717
695	1636	714
696	1638	712
697	1640	709
698	1641	706
699	1643	704
700	1645	701
701	1646	699
702	1648	696
703	1650	694
704	1652	691
705	1654	688
706	1655	686
707	1657	683
708	1659	681
709	1661	678
710	1663	676
711	1665	673
712	1665	670
713	1667	668
714	1669	665
715	1671	662
716	1672	660
717	1674	657
718	1676	655
719	1678	652
720	1680	650
721	1683	648
722	1685	645
723	1687	643
724	1689	640
725	1690	638
726	1692	635
727	1694	632
728	1696	630
729	1697	628
730	1699	625
731	1701	623
732	1703	620
733	1705	618
734	1707	615
735	1709	613
736	1711	610
737	1713	608
738	1715	605
739	1716	603
740	1718	600
741	1720	598
742	1723	596
743	1725	593
744	1726	591
745	1728	588
746	1730	586
747	1732	583
748	1733	581
749	1735	578
750	1737	576
751	1739	573
752	1740	571
753	1742	568
754	1744	566
755	1746	563
756	1748	561
757	1749	558
758	1751	556
759	1753	553
760	1755	551
761	1756	548
762	1758	546
763	1760	543
764	1762	541
765	1763	538
766	1765	536
767	1767	533
768	1769	531
769	1770	528
770	1772	526
771	1774	524
772	1776	521
773	1778	519
774	1779	516
775	1781	514
776	1783	511
777	1785	509
778	1787	506
779	1788	504
780	1790	502
781	1792	499
782	1794	497
783	1795	494
784	1797	492
785	1799	490
786	1801	487
787	1803	485
788	1805	482
789	1806	480
790	1808	477
791	1810	475
792	1812	473
793	1814	470
794	1815	468
795	1817	465
796	1819	463
797	1820	460
798	1822	458
799	1824	456
800	1826	453
801	1828	451
802	1829	448
803	1831	446
804	1833	444
805	1834	441
806	1836	439
807	1838	436
808	1839	434
809	1841	431
810	1843	429
811	1845	427
812	1846	424
813	1848	422
814	1850	420
815	1852	417
816	1854	415
817	1855	412
818	1857	410
819	1859	408
820	1861	405
821	1863	403
822	1865	401
823	1866	398
824	1868	396
825	1870	394
826	1872	391
827	1874	389
828	1875	386
829	1877	384
830	1879	382
831	1881	379
832	1883	377
833	1885	375
834	1887	372
835	1889	370
836	1891	368
837	1892	365
838	1894	363
839	1896	361
840	1898	358
841	1900	356
842	1902	354
843	1904	351
844	1906	349
845	1907	347
846	1909	344
847	1911	342
848	1912	340
849	1914	337
850	1917	335
851	1919	333
852	1921	331
853	1922	328
854	1924	326
855	1926	324
856	1928	321
857	1930	319
858	1931	317
859	1933	314
860	1935	312
861	1937	310
862	1938	307
863	1940	305
864	1942	303
865	1943	300
866	1945	298
867	1947	296
868	1949	293
869	1951	291
870	1952	289
871	1954	286
872	1956	284
873	1958	282
874	1959	279
875	1961	277
876	1963	275
877	1965	273
878	1966	270
879	1968	268
880	1970	266
881	1972	263
882	1973	261
883	1975	259
884	1977	256
885	1979	254
886	1981	252
887	1983	250
888	1984	247
889	1986	245
890	1988	243
891	1990	240
892	1992	238
893	1994	236
894	1995	234
895	1997	231
896	1999	229
897	2000	227
898	2002	224
899	2004	222
900	2006	220
901	2007	218
902	2009	215
903	2010	213
904	2012	211
905	2014	208
906	2016	206
907	2018	204
908	2020	202
909	2021	199
910	2023	197
911	2025	195
912	2027	193
913	2028	190
914	2030	188
915	2032	186
916	2034	184
917	2035	181
918	2037	179
919	2039	177
920	2041	175
921	2042	172
922	2044	170
923	2046	168
924	2048	166
925	2049	163
926	2051	161
927	2053	159
928	2055	157
929	2056	154
930	2058	152
931	2060	150
932	2062	148
933	2063	145
934	2065	143
935	2067	141
936	2069	139
937	2070	136
938	2072	134
939	2073	132
940	2074	130
941	2076	127
942	2078	125
943	2079	123
944	2081	121
945	2083	118
946	2084	116
947	2086	114
948	2088	112
949	2090	110
950	2092	107
951	2093	105
952	2095	103
953	2097	101
954	2099	98
955	2100	96
956	2102	94
957	2104	92
958	2106	90
959	2107	87
960	2109	85
961	2111	83
962	2113	81
963	2115	78
964	2116	76
965	2118	74
966	2120	72
967	2122	70
968	2123	67
969	2125	65
970	2127	63
971	2129	61
972	2130	59
973	2132	56
974	2134	54
975	2135	52
976	2137	50
977	2139	48
978	2141	45
979	2143	43
980	2144	41
981	2146	39
982	2148	37
983	2149	34
984	2151	32
985	2153	30
986	2155	28
987	2156	26
988	2158	24
989	2160	21
990	2162	19
991	2163	17
992	2165	15
993	2167	13
994	2169	10
995	2170	8
996	2172	6
997	2174	4
998	2175	2
999	2177	0
999	2714	0
